accelerometer,gyroscope,overall_angle,time
"{'x': 5.80354482421875, 'y': 0.21068974609375, 'z': 6.924031201171875}","{'x': -1.0763358778625953, 'y': -0.32061068702290074, 'z': -0.9694656488549618}",53.67321401755295,2025-04-17 13:56:46.675998
"{'x': 5.781997009277344, 'y': 0.20350714111328125, 'z': 7.043741284179687}","{'x': -1.0229007633587786, 'y': -0.0916030534351145, 'z': -1.0916030534351144}",53.60115367165333,2025-04-17 13:56:56.683580
"{'x': 5.7843912109375, 'y': 0.25139117431640623, 'z': 6.959944226074218}","{'x': -1.1603053435114503, 'y': -0.2595419847328244, 'z': -0.9541984732824428}",53.653738384103505,2025-04-17 13:57:06.690142
"{'x': 5.832275244140624, 'y': 0.239420166015625, 'z': 6.9719152343749995}","{'x': -1.099236641221374, 'y': -0.15267175572519084, 'z': -1.1145038167938932}",53.64025361285218,2025-04-17 13:57:16.696569
"{'x': 5.734112976074218, 'y': 0.22266075439453123, 'z': 7.094019519042968}","{'x': -0.9618320610687023, 'y': -0.183206106870229, 'z': -1.0381679389312977}",53.58690154312312,2025-04-17 13:57:26.702945
"{'x': 5.760449194335937, 'y': 0.1867477294921875, 'z': 6.988674645996094}","{'x': -1.0687022900763359, 'y': -0.1984732824427481, 'z': -1.2748091603053435}",53.58440947212745,2025-04-17 13:57:36.709345
"{'x': 5.820304235839844, 'y': 0.40462008056640625, 'z': 7.134720947265625}","{'x': -1.0076335877862594, 'y': -0.32061068702290074, 'z': -1.0687022900763359}",53.60406903806448,2025-04-17 13:57:46.715746
"{'x': 5.832275244140624, 'y': 0.22026655273437498, 'z': 7.036558679199218}","{'x': -0.9389312977099237, 'y': -0.183206106870229, 'z': -1.099236641221374}",53.55717576269936,2025-04-17 13:57:56.722190
"{'x': 5.8083332275390624, 'y': 0.26336218261718747, 'z': 7.017405065917968}","{'x': -1.0534351145038168, 'y': -0.4122137404580153, 'z': -0.9541984732824428}",53.65104157583992,2025-04-17 13:58:06.728698
"{'x': 5.698199951171874, 'y': 0.22266075439453123, 'z': 6.9527616210937495}","{'x': -0.9236641221374046, 'y': -0.3435114503816794, 'z': -0.7404580152671756}",53.67047738977543,2025-04-17 13:58:16.737584
"{'x': 5.798756420898437, 'y': 0.21308394775390624, 'z': 6.969521032714844}","{'x': -0.9618320610687023, 'y': -0.24427480916030533, 'z': -1.0305343511450382}",53.66060120278677,2025-04-17 13:58:26.745272
"{'x': 5.772420202636718, 'y': 0.20829554443359374, 'z': 6.998251452636718}","{'x': -1.2290076335877862, 'y': -0.366412213740458, 'z': -0.816793893129771}",53.78243286275493,2025-04-17 13:58:36.753095
"{'x': 5.746083984375, 'y': 0.1867477294921875, 'z': 7.0269818725585935}","{'x': -1.1374045801526718, 'y': -0.13740458015267176, 'z': -1.1145038167938932}",53.762334772103465,2025-04-17 13:58:46.759427
"{'x': 5.777208605957031, 'y': 0.19871873779296872, 'z': 6.976703637695312}","{'x': -1.0534351145038168, 'y': -0.35877862595419846, 'z': -0.9312977099236641}",53.83073151383497,2025-04-17 13:58:56.774988
"{'x': 5.674257934570313, 'y': 0.19153613281249998, 'z': 7.041347082519531}","{'x': -0.9312977099236641, 'y': -0.21374045801526717, 'z': -1.1145038167938932}",53.78006214427861,2025-04-17 13:59:06.790709
"{'x': 5.932831713867187, 'y': 0.19393033447265623, 'z': 7.0269818725585935}","{'x': -1.0305343511450382, 'y': -0.20610687022900764, 'z': -1.083969465648855}",53.777747121560104,2025-04-17 13:59:16.806371
"{'x': 5.781997009277344, 'y': 0.2154781494140625, 'z': 6.962338427734375}","{'x': -0.9236641221374046, 'y': -0.32061068702290074, 'z': -1.1221374045801527}",53.79055546372336,2025-04-17 13:59:26.813100
"{'x': 5.813121630859374, 'y': 0.21068974609375, 'z': 6.921636999511718}","{'x': -1.0229007633587786, 'y': -0.12213740458015267, 'z': -1.16793893129771}",53.741362800798775,2025-04-17 13:59:36.819421
"{'x': 5.724536169433593, 'y': 0.22744915771484372, 'z': 6.988674645996094}","{'x': -0.8625954198473282, 'y': -0.2900763358778626, 'z': -1.1145038167938932}",53.71527962911223,2025-04-17 13:59:46.825738
"{'x': 5.796362219238281, 'y': 0.16041151123046873, 'z': 6.995857250976562}","{'x': -1.0458015267175573, 'y': -0.030534351145038167, 'z': -1.099236641221374}",53.62664525798992,2025-04-17 13:59:56.839352
"{'x': 5.7317187744140625, 'y': 0.23223756103515625, 'z': 7.058106494140625}","{'x': -1.2366412213740459, 'y': -0.1297709923664122, 'z': -1.2213740458015268}",53.62810268078858,2025-04-17 14:00:06.853279
"{'x': 5.961562133789062, 'y': 0.22026655273437498, 'z': 6.904877587890625}","{'x': -0.9465648854961832, 'y': -0.2748091603053435, 'z': -0.816793893129771}",53.646921621291725,2025-04-17 14:00:16.867631
"{'x': 5.755660791015624, 'y': 0.21308394775390624, 'z': 6.974309436035155}","{'x': -1.1221374045801527, 'y': -0.16793893129770993, 'z': -1.0076335877862594}",53.64260608849659,2025-04-17 14:00:26.874295
"{'x': 5.755660791015624, 'y': 0.24660277099609373, 'z': 7.015010864257812}","{'x': -0.9923664122137404, 'y': -0.5267175572519084, 'z': -1.213740458015267}",53.7693321573548,2025-04-17 14:00:36.880622
"{'x': 5.7700260009765625, 'y': 0.2154781494140625, 'z': 7.034164477539062}","{'x': -1.015267175572519, 'y': -0.24427480916030533, 'z': -1.0916030534351144}",53.765754005438204,2025-04-17 14:00:46.896989
"{'x': 5.691017346191406, 'y': 0.24660277099609373, 'z': 6.9336080078124995}","{'x': -1.099236641221374, 'y': -0.29770992366412213, 'z': -1.0381679389312977}",53.81009476760239,2025-04-17 14:00:56.903723
"{'x': 5.679046337890624, 'y': 0.21308394775390624, 'z': 7.036558679199218}","{'x': -1.0687022900763359, 'y': -0.17557251908396945, 'z': -0.9923664122137404}",53.78009106973515,2025-04-17 14:01:06.920660
"{'x': 5.755660791015624, 'y': 0.22505495605468748, 'z': 6.964732629394531}","{'x': -1.1526717557251909, 'y': -0.17557251908396945, 'z': -1.2290076335877862}",53.78545088328873,2025-04-17 14:01:16.936422
"{'x': 5.772420202636718, 'y': 0.18914193115234373, 'z': 7.163451367187499}","{'x': -1.1450381679389312, 'y': -0.21374045801526717, 'z': -1.1221374045801527}",53.79749364646843,2025-04-17 14:01:26.952115
"{'x': 5.815515832519531, 'y': 0.22266075439453123, 'z': 7.000645654296875}","{'x': -1.0229007633587786, 'y': -0.16793893129770993, 'z': -1.083969465648855}",53.76436426713429,2025-04-17 14:01:36.958861
"{'x': 5.729324572753906, 'y': 0.2346317626953125, 'z': 7.041347082519531}","{'x': -1.0076335877862594, 'y': -0.366412213740458, 'z': -1.1755725190839694}",53.81231166879176,2025-04-17 14:01:46.974157
"{'x': 5.767631799316406, 'y': 0.2346317626953125, 'z': 6.988674645996094}","{'x': -1.0229007633587786, 'y': -0.16030534351145037, 'z': -1.0229007633587786}",53.77116354277343,2025-04-17 14:01:56.991191
"{'x': 5.738901379394531, 'y': 0.23702596435546874, 'z': 6.974309436035155}","{'x': -0.9618320610687023, 'y': -0.2900763358778626, 'z': -1.1603053435114503}",53.77419187884106,2025-04-17 14:02:07.007028
"{'x': 5.734112976074218, 'y': 0.21787235107421873, 'z': 6.9360022094726554}","{'x': -1.0381679389312977, 'y': -0.22137404580152673, 'z': -1.0}",53.76949606349862,2025-04-17 14:02:17.022749
"{'x': 5.779602807617187, 'y': 0.181959326171875, 'z': 7.012616662597656}","{'x': -1.1908396946564885, 'y': -0.24427480916030533, 'z': -1.0458015267175573}",53.82095820076321,2025-04-17 14:02:27.038441
"{'x': 5.839457849121094, 'y': 0.23702596435546874, 'z': 6.981492041015625}","{'x': -1.0687022900763359, 'y': -0.19083969465648856, 'z': -0.8702290076335878}",53.8139595555951,2025-04-17 14:02:37.054137
"{'x': 5.753266589355468, 'y': 0.201112939453125, 'z': 6.995857250976562}","{'x': -1.0763358778625953, 'y': -0.25190839694656486, 'z': -1.083969465648855}",53.832890428465895,2025-04-17 14:02:47.069828
"{'x': 5.681440539550781, 'y': 0.1771709228515625, 'z': 7.194575988769531}","{'x': -0.9923664122137404, 'y': -0.22137404580152673, 'z': -1.0763358778625953}",53.794763708163785,2025-04-17 14:02:57.083816
"{'x': 5.817910034179687, 'y': 0.1867477294921875, 'z': 6.976703637695312}","{'x': -1.213740458015267, 'y': -0.183206106870229, 'z': -0.916030534351145}",53.82848764018212,2025-04-17 14:03:07.090427
"{'x': 5.923254907226562, 'y': 0.201112939453125, 'z': 6.981492041015625}","{'x': -1.0076335877862594, 'y': -0.11450381679389313, 'z': -1.1374045801526718}",53.77636604621891,2025-04-17 14:03:17.105714
"{'x': 5.72693037109375, 'y': 0.201112939453125, 'z': 6.995857250976562}","{'x': -1.183206106870229, 'y': 0.12213740458015267, 'z': -1.0610687022900764}",53.645233660706204,2025-04-17 14:03:27.121384
"{'x': 5.748478186035156, 'y': 0.2657563842773437, 'z': 7.012616662597656}","{'x': -1.0458015267175573, 'y': -0.29770992366412213, 'z': -1.1221374045801527}",53.674797772191,2025-04-17 14:03:37.128097
"{'x': 5.724536169433593, 'y': 0.23702596435546874, 'z': 7.149086157226562}","{'x': -1.0, 'y': -0.12213740458015267, 'z': -1.0076335877862594}",53.5970324478667,2025-04-17 14:03:47.134415
"{'x': 5.736507177734374, 'y': 0.17956512451171874, 'z': 7.029376074218749}","{'x': -1.0076335877862594, 'y': -0.2900763358778626, 'z': -1.1221374045801527}",53.61647680532588,2025-04-17 14:03:57.149706
"{'x': 5.870582470703124, 'y': 0.296881005859375, 'z': 6.964732629394531}","{'x': -1.1755725190839694, 'y': -0.22900763358778625, 'z': -0.9389312977099237}",53.66282175053914,2025-04-17 14:04:07.166107
"{'x': 5.746083984375, 'y': 0.16041151123046873, 'z': 6.89530078125}","{'x': -1.0687022900763359, 'y': -0.08396946564885496, 'z': -1.1526717557251909}",53.611092544467795,2025-04-17 14:04:17.181739
"{'x': 5.76523759765625, 'y': 0.229843359375, 'z': 7.113173132324218}","{'x': -1.0305343511450382, 'y': -0.20610687022900764, 'z': -0.9847328244274809}",53.59008687048592,2025-04-17 14:04:27.197455
"{'x': 5.798756420898437, 'y': 0.201112939453125, 'z': 7.175422375488281}","{'x': -1.0610687022900764, 'y': -0.2748091603053435, 'z': -0.9847328244274809}",53.6120003884252,2025-04-17 14:04:37.204214
"{'x': 5.748478186035156, 'y': 0.16519991455078123, 'z': 7.144297753906249}","{'x': -1.0305343511450382, 'y': -0.3053435114503817, 'z': -1.0305343511450382}",53.63942934106654,2025-04-17 14:04:47.216523
"{'x': 5.801150622558594, 'y': 0.2561795776367187, 'z': 6.947973217773437}","{'x': -1.0534351145038168, 'y': -0.35877862595419846, 'z': -1.0534351145038168}",53.710064317450765,2025-04-17 14:04:57.230982
"{'x': 5.95677373046875, 'y': 0.18914193115234373, 'z': 7.192181787109375}","{'x': -0.9618320610687023, 'y': -0.4122137404580153, 'z': -0.9694656488549618}",53.779367165667594,2025-04-17 14:05:07.246684
"{'x': 5.961562133789062, 'y': 0.16280571289062498, 'z': 7.184999182128906}","{'x': -1.0229007633587786, 'y': -0.13740458015267176, 'z': -0.9694656488549618}",53.735707442649776,2025-04-17 14:05:17.261385
"{'x': 5.796362219238281, 'y': 0.21068974609375, 'z': 7.036558679199218}","{'x': -1.0076335877862594, 'y': -0.2900763358778626, 'z': -1.099236641221374}",53.75486756780538,2025-04-17 14:05:27.275318
"{'x': 5.6958057495117185, 'y': 0.21787235107421873, 'z': 7.086836914062499}","{'x': -0.9389312977099237, 'y': -0.3435114503816794, 'z': -1.297709923664122}",53.76706755853557,2025-04-17 14:05:37.283520
"{'x': 5.736507177734374, 'y': 0.23223756103515625, 'z': 7.015010864257812}","{'x': -1.0076335877862594, 'y': -0.0916030534351145, 'z': -1.0381679389312977}",53.68518403494497,2025-04-17 14:05:47.298834
"{'x': 5.729324572753906, 'y': 0.229843359375, 'z': 6.983886242675781}","{'x': -1.0534351145038168, 'y': -0.26717557251908397, 'z': -1.0305343511450382}",53.704273341349,2025-04-17 14:05:57.314800
"{'x': 5.674257934570313, 'y': 0.22505495605468748, 'z': 7.003039855957031}","{'x': -1.1221374045801527, 'y': -0.31297709923664124, 'z': -0.8778625954198473}",53.759281007839846,2025-04-17 14:06:07.330585
"{'x': 5.820304235839844, 'y': 0.22026655273437498, 'z': 6.957550024414062}","{'x': -1.0229007633587786, 'y': -0.29770992366412213, 'z': -1.0916030534351144}",53.79281671582186,2025-04-17 14:06:17.346284
"{'x': 5.729324572753906, 'y': 0.21787235107421873, 'z': 6.986280444335937}","{'x': -1.1068702290076335, 'y': -0.12213740458015267, 'z': -1.1374045801526718}",53.756230900412234,2025-04-17 14:06:27.361933
"{'x': 5.724536169433593, 'y': 0.22266075439453123, 'z': 7.012616662597656}","{'x': -0.9847328244274809, 'y': -0.06870229007633588, 'z': -1.099236641221374}",53.656735165748216,2025-04-17 14:06:37.368662
"{'x': 5.805939025878906, 'y': 0.22266075439453123, 'z': 7.168239770507812}","{'x': -1.0916030534351144, 'y': -0.24427480916030533, 'z': -1.0763358778625953}",53.67117787983179,2025-04-17 14:06:47.384018
"{'x': 5.755660791015624, 'y': 0.25139117431640623, 'z': 7.036558679199218}","{'x': -1.1221374045801527, 'y': -0.3511450381679389, 'z': -1.0}",53.74809404153311,2025-04-17 14:06:57.399661
"{'x': 5.949591125488281, 'y': 0.18435352783203124, 'z': 7.117961535644531}","{'x': -0.9847328244274809, 'y': -0.17557251908396945, 'z': -0.9847328244274809}",53.71434687779795,2025-04-17 14:07:07.415431
"{'x': 5.736507177734374, 'y': 0.17956512451171874, 'z': 7.105990527343749}","{'x': -1.1068702290076335, 'y': -0.12213740458015267, 'z': -1.1221374045801527}",53.674642605940996,2025-04-17 14:07:17.431286
"{'x': 5.7317187744140625, 'y': 0.23223756103515625, 'z': 6.8976949829101555}","{'x': -1.0229007633587786, 'y': -0.3435114503816794, 'z': -1.16793893129771}",53.72754899597461,2025-04-17 14:07:27.447041
"{'x': 5.820304235839844, 'y': 0.14604630126953125, 'z': 6.909665991210937}","{'x': -1.099236641221374, 'y': -0.2824427480916031, 'z': -0.9770992366412213}",53.78485401416895,2025-04-17 14:07:37.453834
"{'x': 5.760449194335937, 'y': 0.21787235107421873, 'z': 7.050923889160156}","{'x': -1.1068702290076335, 'y': -0.2900763358778626, 'z': -1.1068702290076335}",53.82745339218675,2025-04-17 14:07:47.469138
"{'x': 5.738901379394531, 'y': 0.2705447875976562, 'z': 7.194575988769531}","{'x': -1.0610687022900764, 'y': -0.3511450381679389, 'z': -1.0534351145038168}",53.870347225327656,2025-04-17 14:07:57.484987
"{'x': 5.815515832519531, 'y': 0.17956512451171874, 'z': 7.058106494140625}","{'x': -1.0458015267175573, 'y': -0.3282442748091603, 'z': -1.1450381679389312}",53.9184665669922,2025-04-17 14:08:07.500832
"{'x': 5.813121630859374, 'y': 0.1867477294921875, 'z': 7.0461354858398435}","{'x': -1.0610687022900764, 'y': -0.2900763358778626, 'z': -1.0}",53.95187508444519,2025-04-17 14:08:17.516881
"{'x': 5.777208605957031, 'y': 0.20350714111328125, 'z': 6.9719152343749995}","{'x': -1.1221374045801527, 'y': -0.35877862595419846, 'z': -1.0610687022900764}",54.03625194275938,2025-04-17 14:08:27.532580
"{'x': 5.868188269042968, 'y': 0.2442085693359375, 'z': 7.024587670898437}","{'x': -1.0076335877862594, 'y': -1.9389312977099236, 'z': -1.0687022900763359}",54.84801280133633,2025-04-17 14:08:37.547807
"{'x': 5.66946953125, 'y': 0.28490999755859375, 'z': 7.000645654296875}","{'x': -1.015267175572519, 'y': -0.24427480916030533, 'z': -1.1908396946564885}",54.81186550298846,2025-04-17 14:08:47.563524
"{'x': 5.793968017578124, 'y': 0.20829554443359374, 'z': 7.017405065917968}","{'x': -1.0610687022900764, 'y': -0.3511450381679389, 'z': -1.0534351145038168}",54.85580030468308,2025-04-17 14:08:57.577618
"{'x': 5.798756420898437, 'y': 0.24181436767578124, 'z': 7.0461354858398435}","{'x': -1.0763358778625953, 'y': -0.07633587786259542, 'z': -1.1297709923664123}",54.76679636734603,2025-04-17 14:09:07.591533
"{'x': 5.7700260009765625, 'y': 0.18914193115234373, 'z': 7.019799267578125}","{'x': -0.9465648854961832, 'y': -0.33587786259541985, 'z': -1.0458015267175573}",54.77050441768844,2025-04-17 14:09:17.598390
"{'x': 5.7700260009765625, 'y': 0.19153613281249998, 'z': 7.091625317382812}","{'x': -0.9541984732824428, 'y': -0.19083969465648856, 'z': -1.183206106870229}",54.70132360602453,2025-04-17 14:09:27.604705
"{'x': 5.798756420898437, 'y': 0.16519991455078123, 'z': 6.983886242675781}","{'x': -1.015267175572519, 'y': -0.33587786259541985, 'z': -0.9694656488549618}",54.73252681581928,2025-04-17 14:09:37.619206
"{'x': 5.767631799316406, 'y': 0.2609679809570312, 'z': 7.094019519042968}","{'x': -1.1755725190839694, 'y': -0.17557251908396945, 'z': -1.1603053435114503}",54.7152036576348,2025-04-17 14:09:47.634912
"{'x': 5.863399865722656, 'y': 0.21068974609375, 'z': 6.9910688476562495}","{'x': -1.015267175572519, 'y': -0.07633587786259542, 'z': -1.16793893129771}",54.62275412383133,2025-04-17 14:09:57.641603
"{'x': 5.7317187744140625, 'y': 0.181959326171875, 'z': 7.000645654296875}","{'x': -0.9694656488549618, 'y': -0.42748091603053434, 'z': -1.0}",54.67863595279139,2025-04-17 14:10:07.656759
"{'x': 5.8226984375, 'y': 0.22744915771484372, 'z': 7.015010864257812}","{'x': -1.0610687022900764, 'y': -0.2595419847328244, 'z': -1.0687022900763359}",54.682315198312004,2025-04-17 14:10:17.663493
"{'x': 5.7149593627929685, 'y': 0.22026655273437498, 'z': 7.048529687499999}","{'x': -1.0076335877862594, 'y': -0.07633587786259542, 'z': -1.0687022900763359}",54.57125060224012,2025-04-17 14:10:27.669849
"{'x': 5.796362219238281, 'y': 0.1867477294921875, 'z': 6.940790612792968}","{'x': -1.0916030534351144, 'y': -0.35877862595419846, 'z': -1.3282442748091603}",54.639290737790645,2025-04-17 14:10:37.683742
"{'x': 5.700594152832031, 'y': 0.21308394775390624, 'z': 6.909665991210937}","{'x': -0.9007633587786259, 'y': -0.33587786259541985, 'z': -1.0916030534351144}",54.632446945439476,2025-04-17 14:10:47.690098
"{'x': 5.724536169433593, 'y': 0.143652099609375, 'z': 7.058106494140625}","{'x': -1.0229007633587786, 'y': -1.2595419847328244, 'z': -1.1374045801526718}",55.104238761976305,2025-04-17 14:10:57.696420
"{'x': 5.7891796142578125, 'y': 0.25139117431640623, 'z': 7.0078282592773435}","{'x': -0.9923664122137404, 'y': -0.16030534351145037, 'z': -1.1526717557251909}",55.02783062535507,2025-04-17 14:11:07.702819
"{'x': 5.801150622558594, 'y': 0.16998831787109375, 'z': 7.024587670898437}","{'x': -1.0610687022900764, 'y': -0.3969465648854962, 'z': -0.9618320610687023}",55.09232573491417,2025-04-17 14:11:17.709252
"{'x': 5.738901379394531, 'y': 0.19393033447265623, 'z': 6.957550024414062}","{'x': -0.9618320610687023, 'y': -0.40458015267175573, 'z': -1.0}",55.128853623971764,2025-04-17 14:11:27.715653
"{'x': 5.734112976074218, 'y': 0.181959326171875, 'z': 7.0461354858398435}","{'x': -1.0763358778625953, 'y': -0.29770992366412213, 'z': -1.1908396946564885}",55.139615641274574,2025-04-17 14:11:37.722004
"{'x': 5.777208605957031, 'y': 0.26815058593749996, 'z': 6.9336080078124995}","{'x': -1.1145038167938932, 'y': -1.3358778625954197, 'z': -1.2061068702290076}",55.67061043889982,2025-04-17 14:11:47.728326
"{'x': 5.758054992675781, 'y': 0.21308394775390624, 'z': 6.964732629394531}","{'x': -1.0458015267175573, 'y': -0.04580152671755725, 'z': -1.1450381679389312}",55.545000233436184,2025-04-17 14:11:57.734656
"{'x': 5.734112976074218, 'y': 0.21068974609375, 'z': 7.012616662597656}","{'x': -1.0076335877862594, 'y': -0.05343511450381679, 'z': -0.9236641221374046}",55.409779233691886,2025-04-17 14:12:07.740977
"{'x': 5.755660791015624, 'y': 0.21308394775390624, 'z': 6.957550024414062}","{'x': -1.0763358778625953, 'y': -0.2748091603053435, 'z': -1.099236641221374}",55.40960561085751,2025-04-17 14:12:17.747297
"{'x': 5.817910034179687, 'y': 0.2154781494140625, 'z': 7.017405065917968}","{'x': -0.732824427480916, 'y': -0.3053435114503817, 'z': -1.0534351145038168}",55.328545591691615,2025-04-17 14:12:27.753616
"{'x': 5.746083984375, 'y': 0.22026655273437498, 'z': 7.082048510742187}","{'x': -1.0229007633587786, 'y': -0.2366412213740458, 'z': -1.1526717557251909}",55.28660715937837,2025-04-17 14:12:37.768939
"{'x': 5.834669445800781, 'y': 0.21308394775390624, 'z': 7.000645654296875}","{'x': -1.0534351145038168, 'y': -0.17557251908396945, 'z': -0.8549618320610687}",55.23794549715685,2025-04-17 14:12:47.775617
"{'x': 5.72693037109375, 'y': 0.2346317626953125, 'z': 7.0461354858398435}","{'x': -1.0305343511450382, 'y': -0.2748091603053435, 'z': -1.1068702290076335}",55.218369426625074,2025-04-17 14:12:57.781984
"{'x': 5.827486840820312, 'y': 0.22026655273437498, 'z': 6.969521032714844}","{'x': -1.0229007633587786, 'y': -0.2366412213740458, 'z': -1.1755725190839694}",55.19322506560531,2025-04-17 14:13:07.788316
"{'x': 5.777208605957031, 'y': 0.2059013427734375, 'z': 6.983886242675781}","{'x': -0.8625954198473282, 'y': -0.10687022900763359, 'z': -1.0381679389312977}",55.05609667837016,2025-04-17 14:13:17.794667
"{'x': 5.7508723876953125, 'y': 0.22505495605468748, 'z': 7.187393383789062}","{'x': -1.083969465648855, 'y': -0.3282442748091603, 'z': -0.9847328244274809}",55.07439057604403,2025-04-17 14:13:27.808317
"{'x': 5.7843912109375, 'y': 0.21787235107421873, 'z': 7.024587670898437}","{'x': -0.9007633587786259, 'y': -0.09923664122137404, 'z': -1.0229007633587786}",54.943720663846264,2025-04-17 14:13:37.824115
"{'x': 5.762843395996094, 'y': 0.1867477294921875, 'z': 6.995857250976562}","{'x': -0.9541984732824428, 'y': -0.2824427480916031, 'z': -1.0381679389312977}",54.92188532448446,2025-04-17 14:13:47.830845
"{'x': 5.683834741210937, 'y': 0.201112939453125, 'z': 7.034164477539062}","{'x': -1.083969465648855, 'y': -0.26717557251908397, 'z': -0.9541984732824428}",54.919248205308506,2025-04-17 14:13:57.837287
"{'x': 5.932831713867187, 'y': 0.2442085693359375, 'z': 6.9910688476562495}","{'x': -0.9923664122137404, 'y': -0.2366412213740458, 'z': -0.8244274809160306}",54.89731206502078,2025-04-17 14:14:07.843609
"{'x': 5.7891796142578125, 'y': 0.20350714111328125, 'z': 6.9336080078124995}","{'x': -0.9694656488549618, 'y': -0.1297709923664122, 'z': -1.0916030534351144}",54.81194364022699,2025-04-17 14:14:17.849961
"{'x': 5.801150622558594, 'y': 0.201112939453125, 'z': 7.022193469238281}","{'x': -0.9083969465648855, 'y': -0.40458015267175573, 'z': -1.0381679389312977}",54.839779398438615,2025-04-17 14:14:27.856281
"{'x': 5.84185205078125, 'y': 0.1867477294921875, 'z': 7.024587670898437}","{'x': -1.1297709923664123, 'y': -0.12213740458015267, 'z': -1.0458015267175573}",54.796197316796395,2025-04-17 14:14:37.862592
"{'x': 5.796362219238281, 'y': 0.2346317626953125, 'z': 7.0078282592773435}","{'x': -1.015267175572519, 'y': -0.2595419847328244, 'z': -1.099236641221374}",54.78226947071045,2025-04-17 14:14:47.868948
"{'x': 5.710170959472656, 'y': 0.2657563842773437, 'z': 7.0102224609374995}","{'x': -1.0, 'y': -0.2824427480916031, 'z': -1.0458015267175573}",54.76586159419341,2025-04-17 14:14:57.875273
"{'x': 5.7700260009765625, 'y': 0.20350714111328125, 'z': 7.067683300781249}","{'x': -0.8702290076335878, 'y': -0.22900763358778625, 'z': -1.0}",54.69265006014281,2025-04-17 14:15:07.881597
"{'x': 5.671863732910156, 'y': 0.26815058593749996, 'z': 6.921636999511718}","{'x': -1.0, 'y': -0.2824427480916031, 'z': -0.9694656488549618}",54.68062042273975,2025-04-17 14:15:17.896496
"{'x': 5.796362219238281, 'y': 0.22026655273437498, 'z': 7.022193469238281}","{'x': -0.9847328244274809, 'y': -0.1984732824427481, 'z': -0.9770992366412213}",54.63069458015349,2025-04-17 14:15:27.903232
"{'x': 5.72693037109375, 'y': 0.22266075439453123, 'z': 7.096413720703125}","{'x': -1.1297709923664123, 'y': -0.19083969465648856, 'z': -0.8931297709923665}",54.60773940343982,2025-04-17 14:15:37.909563
"{'x': 5.7700260009765625, 'y': 0.19393033447265623, 'z': 7.173028173828125}","{'x': -0.9923664122137404, 'y': -0.06870229007633588, 'z': -1.0381679389312977}",54.48772816091765,2025-04-17 14:15:47.915880
"{'x': 5.791573815917968, 'y': 0.201112939453125, 'z': 7.015010864257812}","{'x': -0.9389312977099237, 'y': -0.3053435114503817, 'z': -1.0610687022900764}",54.482001048594256,2025-04-17 14:15:57.922211
"{'x': 5.930437512207031, 'y': 0.19393033447265623, 'z': 6.974309436035155}","{'x': -1.099236641221374, 'y': -0.24427480916030533, 'z': -1.1297709923664123}",54.506830827502554,2025-04-17 14:16:07.928588
"{'x': 5.7843912109375, 'y': 0.239420166015625, 'z': 7.038952880859375}","{'x': -1.099236641221374, 'y': -0.366412213740458, 'z': -0.9847328244274809}",54.57081105903148,2025-04-17 14:16:17.934991
"{'x': 5.755660791015624, 'y': 0.2442085693359375, 'z': 6.998251452636718}","{'x': -1.0610687022900764, 'y': -0.2824427480916031, 'z': -1.0458015267175573}",54.58197590953381,2025-04-17 14:16:27.950283
"{'x': 5.7700260009765625, 'y': 0.23702596435546874, 'z': 6.8976949829101555}","{'x': -1.16793893129771, 'y': -0.16030534351145037, 'z': -1.1145038167938932}",54.57245728244444,2025-04-17 14:16:37.965948
"{'x': 5.825092639160156, 'y': 0.23223756103515625, 'z': 6.995857250976562}","{'x': -0.9694656488549618, 'y': -0.1984732824427481, 'z': -1.0076335877862594}",54.52382511122206,2025-04-17 14:16:47.972649
"{'x': 5.777208605957031, 'y': 0.258573779296875, 'z': 6.969521032714844}","{'x': -1.0687022900763359, 'y': -0.007633587786259542, 'z': -1.083969465648855}",54.407723139477646,2025-04-17 14:16:57.978967
"{'x': 5.832275244140624, 'y': 0.18914193115234373, 'z': 6.969521032714844}","{'x': -1.015267175572519, 'y': -0.25190839694656486, 'z': -0.9694656488549618}",54.406492289030346,2025-04-17 14:17:07.985288
"{'x': 5.755660791015624, 'y': 0.19871873779296872, 'z': 7.029376074218749}","{'x': -0.9236641221374046, 'y': -0.1450381679389313, 'z': -0.9923664122137404}",54.316312639731464,2025-04-17 14:17:17.991607
"{'x': 5.796362219238281, 'y': 0.24899697265624998, 'z': 6.883329772949218}","{'x': -0.9312977099236641, 'y': -0.2900763358778626, 'z': -1.0763358778625953}",54.31059391360518,2025-04-17 14:17:28.006921
"{'x': 5.762843395996094, 'y': 0.17477672119140625, 'z': 7.012616662597656}","{'x': -0.9694656488549618, 'y': -0.19083969465648856, 'z': -1.0534351145038168}",54.260836140814384,2025-04-17 14:17:38.013619
"{'x': 5.760449194335937, 'y': 0.19153613281249998, 'z': 7.122749938964843}","{'x': -1.0381679389312977, 'y': -0.29770992366412213, 'z': -0.9923664122137404}",54.274610508951746,2025-04-17 14:17:48.019996
"{'x': 5.832275244140624, 'y': 0.1771709228515625, 'z': 6.981492041015625}","{'x': -1.0610687022900764, 'y': -0.2595419847328244, 'z': -1.0}",54.29266911508017,2025-04-17 14:17:58.026345
"{'x': 5.781997009277344, 'y': 0.201112939453125, 'z': 6.9527616210937495}","{'x': -1.0076335877862594, 'y': -0.13740458015267176, 'z': -1.16793893129771}",54.23217446777174,2025-04-17 14:18:08.041641
